State,ZipCode,ConstituentCode,First gift type,First gift fund,FirstgiftBlock,AgeBlock,Gender,Marital status,activeDoner
MN,55807,Alumni ,,,0-0,41-50,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,One-time gift,Other,51-100,0-0,Male,,1
WI,Other,Friend ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55744,Friend ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Former Parent ,Soft credit one-time gift,Men's Basketball Fund,51-100,0-0,Female,Married,1
WI,54820,Alumni ,,,0-0,71-80,Female,Married,0
WI,Other,Former Parent ,One-time gift,Men's Basketball Fund,51-100,0-0,Male,Married,1
WI,Other,Friend ,One-time gift,Men's Basketball Fund,101-500,0-0,Male,,1
WI,Other,Business ,One-time gift,Other,0-10,0-0,,,1
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
IL,Other,Alumni ,,,0-0,41-50,Female,,0
MN,55303,Alumni ,,,0-0,51-60,Male,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,51-60,Female,,0
WI,54874,Alumni ,,,0-0,0-0,Female,Married,0
WI,54022,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
WI,54891,Alumni ,,,0-0,31-40,Female,,0
,,Attended Didn't Graduate ,,,0-0,41-50,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Female,,0
MN,Other,Parent ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Female,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
MN,Other,Alumni ,,,0-0,51-60,Female,,0
WI,Other,Friend ,One-time gift,Men's Basketball Fund,101-500,0-0,Male,,1
Other,Other,Former Parent ,,,0-0,0-0,Female,,0
WI,54880,Friend ,,,0-0,0-0,Female,Widowed,0
WI,54880,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
WI,54401,Alumni ,,,0-0,41-50,Male,Single,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,21-30,Female,,0
MD,Other,Parent ,One-time gift,Athletics Fund-General,11-50,0-0,Male,,1
WI,54843,Former Parent ,,,0-0,0-0,Unknown,Widowed,0
WI,54843,Attended Didn't Graduate ,,,0-0,31-40,Female,,0
WI,Other,Business ,One-time gift,Men's Baseball Fund,51-100,0-0,,,1
MN,Other,Friend ,One-time gift,Other,101-500,0-0,Female,,1
IN,Other,Friend ,One-time gift,Men's Basketball Fund,11-50,0-0,Female,,1
WI,Other,Friend ,One-time gift,Women's Tennis Fund,11-50,0-0,Female,Married,1
Other,Other,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,31-40,Female,Single,0
,,Former Faculty & Staff ,,,0-0,0-0,Male,,0
ND,Other,Former Faculty & Staff ,One-time gift,Other,51-100,0-0,Female,,1
MN,55804,Alumni ,,,0-0,71-80,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
WI,54880,Alumni ,,,0-0,41-50,Female,Single,0
MN,55808,Alumni ,,,0-0,61-70,Male,Married,0
WI,54820,Parent ,,,0-0,0-0,Female,,0
MN,55807,Parent ,,,0-0,0-0,Unknown,,0
WI,54880,Friend ,One-time gift,Alumni Association Registration Fees Fund,11-50,0-0,Female,,1
,,Students ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Unknown,,0
,,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
WI,54701,Alumni ,One-time gift,Superior Fund,101-500,0-0,Male,,1
MN,Other,Alumni ,One-time gift,Alumni Association Registration Fees Fund,11-50,0-0,Female,Married,1
MN,Other,Alumni ,One-time gift,Other,11-50,0-0,Male,Married,1
MN,Other,Alumni ,,,0-0,51-60,Female,,0
TX,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Alumni ,,,0-0,0-0,Male,,0
WI,54401,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Other,11-50,71-80,Male,Married,1
TX,Other,Alumni ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55807,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,Pledge,Superior Fund,11-50,71-80,Female,Married,1
MN,Other,Alumni ,One-time gift,Other,11-50,0-0,Male,,1
WI,54880,Alumni ,One-time gift,Other,11-50,61-70,Female,Married,1
,,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Male,,0
,,Former Faculty & Staff ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
ND,Other,Alumni ,,,0-0,31-40,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Female,,0
,,Friend ,,,0-0,0-0,Unknown,,0
MN,55720,Alumni ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Unknown,,0
MN,55720,Parent ,Soft credit one-time gift,Alumni Association Fund,11-50,0-0,Male,Married,1
MN,55720,Alumni ,One-time gift,Other,0-10,41-50,Female,Married,1
MN,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
WI,Other,Friend ,,,0-0,0-0,Female,,0
Other,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,11-50,61-70,Male,Married,1
MD,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
WI,54864,Alumni ,One-time gift,Superior Fund,11-50,61-70,Female,Married,1
MI,Other,Alumni ,,,0-0,31-40,Female,Single,0
NY,Other,Alumni ,,,0-0,31-40,Male,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55304,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
MN,55808,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
MN,55744,Parent ,,,0-0,0-0,Male,,0
MN,55616,Alumni ,One-time gift,Other,0-10,31-40,Female,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,61-70,Female,Married,0
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,Pledge,Superior Fund,51-100,61-70,Male,,1
WI,54880,Friend ,One-time gift,"Gigliotti, Tony, Scholarship",11-50,0-0,Female,,1
WI,Other,Alumni ,,,0-0,21-30,Male,,0
WI,Other,Parent ,One-time gift,Athletics Fund-General,11-50,0-0,Male,Married,1
,,Alumni ,,,0-0,51-60,Male,Single,0
CO,Other,Alumni ,One-time gift,Other,11-50,0-0,Male,,1
WI,Other,Alumni ,One-time gift,Superior Fund,11-50,71-80,Female,Married,1
,,Students ,,,0-0,21-30,Unknown,,0
MN,Other,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
Other,Other,Alumni ,,,0-0,21-30,Female,,0
Other,Other,Parent ,,,0-0,0-0,Female,,0
AZ,Other,Alumni ,,,0-0,31-40,Female,Married,0
AZ,Other,Alumni ,,,0-0,31-40,Male,Married,0
MN,Other,Alumni ,,,0-0,31-40,Male,,0
MN,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
MN,Other,Friend ,One-time gift,Other,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Male,,0
WI,54501,Alumni ,,,0-0,21-30,Female,,0
,,Parent ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,31-40,Male,Single,0
MN,55804,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
WI,54880,Alumni ,Soft credit one-time gift,Other,11-50,61-70,Female,Married,1
WI,54849,Alumni ,One-time gift,Superior Fund,51-100,31-40,Male,Unknown,1
WI,54849,Alumni ,One-time gift,Alumni Association Membership Fund,51-100,0-0,Male,Married,1
AZ,Other,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,54880,Friend ,Soft credit one-time gift,Alumni Association Membership Fund,0-10,0-0,Female,Widowed,1
WI,54849,Alumni ,Soft credit one-time gift,Alumni Association Membership Fund,51-100,0-0,Female,Married,1
WI,54880,Alumni ,One-time gift,Superior Fund,11-50,61-70,Male,Married,1
WI,Other,Alumni ,Pledge,Superior Fund,11-50,0-0,Female,Married,1
MO,Other,Attended Didn't Graduate ,One-time gift,Other,51-100,0-0,Female,Married,1
WI,54703,Alumni ,One-time gift,Other,11-50,41-50,Male,Single,1
MO,Other,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,Other,Alumni ,One-time gift,Men's Baseball Fund,11-50,31-40,Male,,1
WI,54022,Alumni ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Male,,0
IL,Other,Parent ,One-time gift,Men's Hockey Fund,0-0,0-0,Male,Married,0
NC,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Female,,1
Other,Other,Alumni ,,,0-0,31-40,Male,Single,0
MN,Other,Alumni ,,,0-0,41-50,Female,,0
MN,55803,Alumni ,,,0-0,51-60,Female,Married,0
WI,54880,Alumni ,Soft credit one-time gift,Men's Hockey Fund,51-100,51-60,Female,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,51-60,Male,Married,0
Other,Other,Alumni ,,,0-0,41-50,Male,Single,0
WI,54880,Alumni ,Pledge,Superior Fund,11-50,0-0,Female,,1
Other,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Friend ,One-time gift,Other,11-50,0-0,Female,,1
WI,54701,Alumni ,Pledge,Superior Fund,11-50,0-0,Male,Married,1
MN,Other,Alumni ,One-time gift,Superior Fund,11-50,51-60,Male,,1
MN,55718,Alumni ,,,0-0,51-60,Female,,0
,,Parent ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Friend ,One-time gift,Alumni Association Fund,101-500,0-0,Male,,1
MN,Other,Alumni ,,,0-0,0-0,Unknown,,0
CO,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
MN,55811,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
WI,54843,Parent ,,,0-0,0-0,Unknown,Married,0
WI,Other,Alumni ,,,0-0,21-30,Unknown,,0
,,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
AZ,Other,Friend ,Soft credit one-time gift,Men's Baseball Fund,11-50,0-0,Male,Married,1
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Single,0
MN,55303,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,55303,Parent ,One-time gift,Superior Fund,51-100,0-0,Unknown,Married,1
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Male,,0
Other,Other,Former Parent ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-20,Male,,0
WI,54843,Parent ,,,0-0,0-0,Unknown,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
MN,55707,Friend ,,,0-0,0-0,Female,,0
MN,Other,Former Parent ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,One-time gift,Men's Basketball Fund,101-500,0-0,Male,,1
AZ,Other,Business ,One-time gift,Other,51-100,0-0,,,1
,,Students ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Male,,0
VA,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Students ,,,0-0,0-20,Female,,0
,,Students ,,,0-0,21-30,Female,,0
AZ,Other,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
CA,Other,Alumni ,,,0-0,31-40,Male,Single,0
WI,Other,Alumni ,,,0-0,51-60,Male,,0
FL,Other,Alumni ,,,0-0,0-0,Male,Married,0
AZ,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,51-100,0-0,Male,,1
,,Alumni ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,61-70,Female,,0
FL,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54864,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,51-100,71-80,Male,,1
NJ,Other,Business ,One-time gift,Superior Fund,101-500,0-0,,,1
MN,55812,Business ,One-time gift,Other,51-100,0-0,,,1
WA,Other,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Alumni ,,,0-0,31-40,Female,,0
MN,55807,Alumni ,,,0-0,41-50,Male,Single,0
IN,Other,Friend ,One-time gift,Men's Basketball Fund,0-10,0-0,Male,,1
MN,55804,Friend ,,,0-0,0-0,Unknown,,0
MN,55304,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55810,Alumni ,,,0-0,0-0,Unknown,,0
MN,55810,Alumni ,,,0-0,21-30,Unknown,,0
WI,Other,Alumni ,,,0-0,21-30,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,41-50,Female,,0
VA,Other,Friend ,One-time gift,Men's Hockey Fund,51-100,0-0,Male,Married,1
WA,Other,Friend ,One-time gift,Men's Hockey Fund,101-500,0-0,Female,,1
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MI,Other,Friend ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,55082,Friend ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
VA,Other,Retired Faculty/Staff ,One-time gift,Total gifts given prior to 7/1/86,0-0,0-0,Male,Divorced,0
MI,Other,Alumni ,,,0-0,0-0,Female,,0
WA,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54849,Alumni ,One-time gift,Other,11-50,0-0,Male,Married,1
Other,Other,Alumni ,,,0-0,0-0,Female,Married,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,61-70,Female,Single,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55808,Alumni ,,,0-0,51-60,Female,Married,0
Other,Other,Alumni ,,,0-0,31-40,Female,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55720,Former Parent ,,,0-0,0-0,Female,Married,0
MN,Other,Alumni ,,,0-0,31-40,Female,Single,0
MN,55720,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55811,Alumni ,,,0-0,51-60,Female,,0
AZ,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,,1
FL,Other,Alumni ,,,0-0,0-0,Male,,0
GA,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Women's Softball Fund,11-50,0-0,Unknown,,1
WI,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Business ,Soft credit one-time gift,Women's Basketball Fund,101-500,0-0,,,1
WI,54880,Business ,One-time gift,Men's Hockey Fund,51-100,0-0,,,1
MN,55806,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Friend ,One-time gift,Women's Athletics Fund,0-10,0-0,Female,,1
,,Attended Didn't Graduate ,,,0-0,61-70,Unknown,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
MN,55806,Friend ,One-time gift,Other,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
CO,Other,Alumni ,One-time gift,Superior Fund,11-50,51-60,Female,Married,1
WI,Other,Alumni ,,,0-0,61-70,Female,Single,0
OH,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
TN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,Pledge,Superior Fund,51-100,31-40,Male,Single,1
AZ,Other,Friend ,One-time gift,Other,101-500,0-0,Female,,1
AZ,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
,,Students ,,,0-0,21-30,Male,,0
MN,Other,Parent ,One-time gift,Other,101-500,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,21-30,Female,,0
MN,55810,Friend ,One-time gift,Athletics Fund-General,11-50,0-0,Male,,1
,,Students ,,,0-0,21-30,Female,,0
WI,54701,Alumni ,,,0-0,51-60,Female,Single,0
MN,55811,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,Over 80,Male,Married,1
WI,Other,Parent ,One-time gift,Other,11-50,0-0,Unknown,,1
WI,Other,Alumni ,,,0-0,0-0,Male,,0
CO,Other,Former Parent ,,,0-0,0-0,Female,,0
WI,54801,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,61-70,Male,Married,0
WI,54806,Alumni ,,,0-0,31-40,Female,Single,0
WI,54873,Alumni ,,,0-0,71-80,Female,Married,0
WI,54880,Alumni ,Soft credit one-time gift,Other,101-500,41-50,Female,Married,1
WI,Other,Alumni ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,41-50,Male,Married,1
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Friend ,,,0-0,0-0,Unknown,,0
WI,54806,Alumni ,,,0-0,Over 80,Female,,0
MN,Other,Parent ,,,0-0,0-0,Female,Married,0
MN,Other,Friend ,Soft credit one-time gift,Women's Soccer Fund,51-100,0-0,Female,Married,1
WI,54820,Alumni ,One-time gift,Other,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,41-50,Male,Single,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
NC,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55707,Alumni ,,,0-0,41-50,Female,,0
MN,Other,Alumni ,,,0-0,31-40,Male,,0
CA,Other,Friend ,One-time gift,Other,51-100,0-0,Male,Married,1
WI,54820,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Male,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Female,,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
CO,Other,Alumni ,,,0-0,61-70,Male,,0
CA,Other,Former Faculty & Staff ,One-time gift,Other,11-50,0-0,Female,,1
,,Students ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Male,,0
MN,55808,Parent ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,51-60,Male,Single,0
MN,Other,Alumni ,,,0-0,61-70,Female,,0
MN,55744,Alumni ,,,0-0,61-70,Male,,0
MN,55744,Alumni ,,,0-0,31-40,Male,Unknown,0
MN,Other,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,Other,Friend ,One-time gift,Men's Cross Country/Track Fund,11-50,0-0,Female,,1
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55110,Former Parent ,,,0-0,0-0,Female,,0
MN,55110,Former Parent ,,,0-0,0-0,Male,,0
MN,55110,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Unknown,,0
CO,Other,Alumni ,One-time gift,Superior Fund,11-50,0-0,Male,,1
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
TX,Other,Alumni ,,,0-0,41-50,Female,Married,0
MN,55804,Friend ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,0-20,Female,,0
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,55810,Friend ,One-time gift,Other,11-50,0-0,Male,Widowed,1
OR,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,61-70,Male,,1
CO,Other,Alumni ,,,0-0,61-70,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
WA,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55744,Alumni ,,,0-0,21-30,Female,,0
MN,55744,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54022,Attended Didn't Graduate ,Pledge,Superior Fund,11-50,0-0,Male,Married,1
WI,54022,Alumni ,Soft credit pledge,Superior Fund,11-50,71-80,Female,Married,1
WI,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Unknown,,1
WI,54729,Friend ,,,0-0,0-0,Female,,0
WI,54401,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Unknown,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
OH,Other,Alumni ,,,0-0,0-0,Male,,0
CO,Other,Alumni ,,,0-0,31-40,Male,,0
Other,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,55720,Alumni ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55304,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
IA,Other,Alumni ,,,0-0,41-50,Male,Single,0
WA,Other,Former Parent ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Male,,0
WI,54849,Alumni ,Pledge,Student Calling Fund,0-10,51-60,Female,Married,1
WI,54820,Alumni ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Attended Didn't Graduate ,,,0-0,Over 80,Male,Married,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
CA,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Business ,One-time gift,Alumni Association Fund,11-50,0-0,,,1
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
WI,54843,Former Parent ,,,0-0,0-0,Female,Married,0
WI,54843,Former Parent ,,,0-0,0-0,Male,Married,0
WI,54843,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,55811,Attended Didn't Graduate ,One-time gift,Total gifts given prior to 7/1/86,11-50,Over 80,Male,,1
,,Faculty/Staff ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Other,11-50,51-60,Male,,1
Other,Other,Alumni ,,,0-0,41-50,Male,Married,0
IA,Other,Alumni ,,,0-0,51-60,Male,,0
,,Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Track and Cross Country Fund,11-50,0-0,Unknown,,1
WI,54864,Alumni ,,,0-0,51-60,Male,,0
MN,Other,Alumni ,,,0-0,31-40,Male,,0
MN,Other,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Female,,1
WI,54880,Alumni ,Soft credit one-time gift,Other,101-500,31-40,Female,Married,1
WI,54880,Alumni ,One-time gift,Other,101-500,31-40,Male,Married,1
MN,Other,Alumni ,,,0-0,21-30,Male,,0
MN,Other,Friend ,One-time gift,Women's Athletics Fund,11-50,0-0,Male,Married,1
MN,Other,Parent ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
AZ,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
MN,55811,Former Parent ,,,0-0,0-0,Male,,0
MN,55718,Former Parent ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
FL,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,71-80,Male,Married,1
,,Attended Didn't Graduate ,,,0-0,41-50,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,51-60,Male,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Male,,0
WI,54880,Alumni ,,,0-0,51-60,Female,,0
MN,Other,Former Parent ,,,0-0,0-0,Unknown,,0
MI,Other,Alumni ,,,0-0,41-50,Female,,0
MI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
GA,Other,Former Parent ,,,0-0,0-0,Female,,0
WI,Other,Business ,One-time gift,Men's Basketball Fund,0-0,0-0,,,0
NY,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,Soft credit one-time gift,Men's Soccer Fund,0-0,41-50,Male,Single,0
WI,Other,Alumni ,,,0-0,41-50,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
TX,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,54874,Parent ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,One-time gift,Total gifts given prior to 7/1/86,101-500,0-0,Unknown,,1
WI,Other,Alumni ,,,0-0,51-60,Female,,0
WI,Other,Alumni ,,,0-0,31-40,Female,Single,0
MN,55806,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Single,0
MN,55803,Parent ,,,0-0,0-0,Male,Married,0
MN,55803,Alumni ,,,0-0,21-30,Female,,0
Other,Other,Friend ,,,0-0,0-0,Female,,0
MN,55804,Alumni ,,,0-0,61-70,Female,,0
WI,54501,Alumni ,,,0-0,61-70,Female,Married,0
FL,Other,Alumni ,,,0-0,0-0,Male,,0
FL,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,Married,0
WI,Other,Friend ,,,0-0,0-0,Female,,0
